Status Toko,Kategori Utama,Sub Kategori,Jenis Produk,Persentase Biaya,,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Mesin Kopi & Aksesoris,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Mixer,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Dishwashers,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Air Fryer,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Deep Fryer,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Microwave,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Oven,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Pemanggang Roti,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Food Processor & Penggiling Daging,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Alat Masak Serbaguna,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Panci Presto,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Slow Cooker & Mesin Sous Vide,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Penanak Nasi,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Pembuat Waffle & Crepe,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Perebus Telur,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Pembuat Roti,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Pembuat Takoyaki,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Pembuat Dessert,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Pembuat Soda,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Peralatan Masak Khusus Lainnya,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Kulkas,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Freezer,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Penghisap Asap Dapur,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Perangkat Dapur, Perangkat Dapur Lainnya,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,TV & Aksesoris,TV,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,TV & Aksesoris, Antena TV,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,TV & Aksesoris, TV Box & Receiver TV,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,TV & Aksesoris, Bracket TV,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,TV & Aksesoris, TV & Aksesoris Lainnya,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Proyektor & Aksesoris,Proyektor & Layar Proyektor,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Proyektor & Aksesoris, Pointer,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Proyektor & Aksesoris, Proyektor & Aksesoris Lainnya,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Elektronik,Elektronik Lainnya,Elektronik Lainnya,9,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Konsol Game,Playstation,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Konsol Game, Xbox,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Konsol Game, Wii,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Konsol Game, Nintendo 3DS & DS,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Konsol Game, Gameboy,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Konsol Game, Switch,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Konsol Game, PS Vita,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Konsol Game, PSP,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Konsol Game, Konsol Game Lainnya,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Video Game,Playstation,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Video Game, Xbox,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Video Game, Wii,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Video Game, Nintendo 3DS & DS,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Video Game, Gameboy,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Video Game, Switch,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Video Game, PS Vita,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Video Game, PSP,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Video Game, Game PC,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Video Game, Video Game Lainnya,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris Konsol,Aksesoris Konsol,9,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Gaming & Konsol Lainnya,Gaming & Konsol Lainnya,9,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris,Tongsis,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Tomsis,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Flash & Lampu Selfie Handphone,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Aksesoris Selfie Lainnya,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Lensa Tambahan Handphone,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Lazypod,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Phone Holder,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Tali & Gantungan Handphone,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Pouch Handphone,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Aksesoris Lainnya,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Casing,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Penggulung & Pengikat Kabel,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Travel Adaptor,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Kabel & Adaptor Handphone,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Charger,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Charger Docking,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Kabel,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Charger & Adaptor Lainnya,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Casing & Skin Tablet,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Casing & Skin Handphone,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Pelindung Layar Handphone,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Casing & Skin Lainnya,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Casing & Skin Earphone,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Perangkat Wearable,Perangkat VR,10,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris,Aksesoris Perangkat Wearable,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Kipas USB,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Stylus,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Baterai,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Powerbank,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Powercase,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris, Powerbank & Baterai Lainnya,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Perangkat Wearable,Smartwatch & Fitness Tracker,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Perangkat Wearable, Pelacak GPS,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Perangkat Wearable, Perangkat Wearable Lainnya,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris,"Alat Casting, Kartu Memori",9,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Kartu Perdana,Kartu Perdana,9,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Walkie Talkie,Walkie Talkie,9,,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Aksesoris,"Modem, USB & Lampu Handphone","6,75",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Handphone,Handphone,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Tablet,Tablet,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Gaming & Konsol,Handphone & Aksesoris Lainnya,Handphone & Aksesoris Lainnya,10,,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Kamera,Lighting & Perlengkapan Studio Foto,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Kamera, Roll Film & Kertas Foto,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Kamera, Printer Foto,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Kamera, Charger Baterai,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Kamera, Baterai & Battery Grip,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Kamera," Tripod, Monopod & Aksesoris","9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Kamera, Aksesoris Kamera Lainnya,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Kamera, Gimbal & Stabilizer,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Kamera Keamanan,Kamera CCTV,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Kamera Keamanan, DVR,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Kamera Keamanan, Kamera Dummy,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Kamera Keamanan, Kamera Pengintai,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Kamera Keamanan, Kamera Keamanan Lainnya,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Perawatan Kamera,Dry Box & Cabinet,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Perawatan Kamera, Cleaning Kit,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Perawatan Kamera, Silica Gel,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Perawatan Kamera, Blower,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Perawatan Kamera, Lenspen & Brush,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Perawatan Kamera, Perawatan Kamera Lainnya,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Drone,Aksesoris Drone,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Kamera,Flash,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Kamera, Flash Trigger,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Kamera, Flash Diffuser,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Kamera, Aksesoris Flash Lainnya,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Kamera, Tas & Casing Kamera,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Lensa,Mount & Adaptor Lensa,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Lensa, Cap Lensa,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Lensa, Filter Lensa,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Lensa, Hood Lensa,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Lensa, Aksesoris Lensa Lainnya,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Aksesoris Lensa,Drone,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Kamera,Kamera Pocket,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Kamera, Kamera Mirrorless,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Kamera, Kamera Action,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Kamera, Camcorder,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Kamera, Kamera Instan,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Kamera, Kamera Analog,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Kamera, DSLR,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Kamera, Kamera Lainnya,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Lensa,Lensa,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Kamera & Drone,Kamera & Drone Lainnya,Kamera & Drone Lainnya,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Aksesoris Desktop & Laptop,USB HUB & Card Reader,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Aksesoris Desktop & Laptop, Webcam,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Aksesoris Desktop & Laptop, Pelindung Laptop & Skin Laptop,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Aksesoris Desktop & Laptop, Cooling Pad,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Aksesoris Desktop & Laptop, Meja & Stand Laptop,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Aksesoris Desktop & Laptop, Pelindung Keyboard & Trackpad,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Aksesoris Desktop & Laptop, Baterai Laptop,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Aksesoris Desktop & Laptop, Charger & Adaptor Laptop,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Aksesoris Desktop & Laptop, Perangkat Video Conference,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Aksesoris Desktop & Laptop, Aksesoris Desktop & Laptop Lainnya,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Aksesoris Desktop & Laptop, Mouse Pad,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Keyboard & Mouse,Mouse,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Keyboard & Mouse, Keyboard,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Keyboard & Mouse, Drawing Tablet,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Keyboard & Mouse, Keyboard & Mouse Lainnya,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Network,Modem & Router Wireless,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Network, Repeater,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Network, Wireless Adapter & Kartu Network,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Network, Powerline Adapter,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Network, Switch Internet & PoE,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Network, Kabel Network & Konektor,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Network, KVM Switch,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Network, Print Server,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Network, Komponen Network Lainnya,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Software,Software,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Desktop & Laptop,Sound Card,"6,5",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Desktop,PC Desktop,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Desktop, PC Mini,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Desktop, Server PC,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Desktop, All-in-One Desktop,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Desktop, Desktop Lainnya,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Desktop & Laptop,Fan & Heatsink,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Desktop & Laptop, Processor,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Desktop & Laptop, Motherboard,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Desktop & Laptop, VGA Card,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Desktop & Laptop, Thermal Paste,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Desktop & Laptop, Power Supply,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Desktop & Laptop, Memory RAM,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Desktop & Laptop, UPS & Stabilizer,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Desktop & Laptop, Casing Komputer,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Desktop & Laptop, Optical Drive,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komponen Desktop & Laptop, Komponen Desktop & Laptop Lainnya,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Laptop,Laptop,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Monitor,Monitor,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Penyimpanan Data,SSD,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Penyimpanan Data, Hard Disk,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Penyimpanan Data, Network Attached Storage (NAS),"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Penyimpanan Data, Flashdisk & Flashdisk OTG,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Penyimpanan Data, Casing Hard Disk & Docking,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Penyimpanan Data, Compact Disc (CD),"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Penyimpanan Data, Penyimpanan Data Lainnya,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Peralatan Kantor,Mesin Ketik,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Peralatan Kantor, Mesin Absensi,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Peralatan Kantor, Penghancur Kertas,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Peralatan Kantor, Penghitung Uang,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Peralatan Kantor, Peralatan Kantor Lainnya,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Printer & Scanner,Printer,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Printer & Scanner, Scanner & Mesin Fotokopi,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Printer & Scanner, Printer Thermal & Barcode,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Printer & Scanner, Tinta Printer,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Printer & Scanner, 3D Printer,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Printer & Scanner, Printer & Scanner Lainnya,"5,25",,,,,,,,,,,,,,,
Shopee Mall,Komputer & Aksesoris,Komputer & Aksesoris Lainnya,Komputer & Aksesoris Lainnya,"6,75",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Menggambar,Pensil Warna,10,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Menggambar, Krayon & Pastel,10,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Menggambar, Cat Air & Cat Poster,10,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Menggambar, Cat Minyak,10,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Menggambar, Cat Akrilik,10,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Menggambar, Kuas Lukis,10,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Menggambar, Palet Lukis,10,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Menggambar, Kanvas Lukis & Easel,10,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Menggambar, Buku Gambar & Sketsa,10,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Menggambar, Perlengkapan Menggambar Lainnya,10,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Pembungkus Kado & Kemasan,Bubble Wrap,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor,Kalkulator,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor, Pisau Ukir & Cutter,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor, Tali & Selotip,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor, Lem,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor, Printer Label,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor, Lanyard & Name Tag,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor, Klip Kertas,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor, Push Pin & Paku Payung,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor, Pembolong Kertas,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor, Gunting,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor, Stempel & Bak Stempel,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor, Stapler & Staples,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor, Kalender,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor, Folder,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Perlengkapan Sekolah & Kantor, Organizer Kertas & Aksesoris,"9,5",,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Alat Tulis,Pulpen & Tinta,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Alat Tulis, Pensil,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Alat Tulis, Penghapus & Tipe X,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Alat Tulis, Spidol,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Alat Tulis, Highlighter,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Alat Tulis, Alat Tulis Lainnya,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Buku Tulis & Kertas,Pembatas Buku,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Buku Tulis & Kertas, Sampul Buku,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Buku Tulis & Kertas, Kertas Termal & Continuous Paper,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Buku Tulis & Kertas, Kertas Print & Fotocopy,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Buku Tulis & Kertas, Kertas Binder,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Buku Tulis & Kertas, Memo & Sticky Notes,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Buku Tulis & Kertas, Art Paper & Art Board,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Buku Tulis & Kertas, Notebook & Notepad,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Buku Tulis & Kertas, Label & Stiker,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Buku Tulis & Kertas, Buku Tulis & Kertas Lainnya,9,,,,,,,,,,,,,,,
Shopee Mall,Buku & Alat Tulis,Pembungkus Kado & Kemasan,Kertas Kado,9,,,,,,,,,,,,,,,
